CONFIDENTIAL GBP MASTER PRICE LIST 1 JANUARY 2025 - CURRENT PRODUCTS,,,,,,,,,,,,
,,,,,,,,,,,,
STOCK AVAILABILITY,,,,,,,,,,,,
"We aim for 100% immediAUe ex-stock availability of all products in this price list, with the exception of 'bespoke' products/items - which may have a short lead time (please ask for this when placing your order).",,,,,,,,,,,,
,,,,,,,,,,,,
BACKEYE360 Select - Complete Systems,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
,B1523,BC Program,Backchat®  Bespoke Message (Pre-recorded by customer),42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,13.33
,B1524,BC Generate+Program,Backchat® Bespoke Message Service (generate & program one message from script),70.84,70.84,70.84,70.84,70.84,70.84,70.84,70.84,26.67
,,,,,,,,,,,,
BACKCHAT Vehicle Intercom,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,A0815,BC-VI,Backchat® Simplex  Two-Way Vehicle Intercom (12-24v),220.39,198.35,176.32,154.28,143.26,132.24,121.22,110.20,92.57
A,A0875,BC-VI-2,Backchat® Duplex Two-Way Vehicle Intercom (12-24v),297.54,267.79,238.03,208.28,193.40,178.53,163.65,148.77,124.97
,,,,,,,,,,,,
ALARM ANCILLARIES - Switches & Timers,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,A0663,TCO-47,Timed Auto-Reset Backalarm Cut-Out (12-24v),45.79,41.21,36.63,32.05,29.76,27.47,25.18,22.90,19.23
A,6518,TC47,Timed Auto-Reset Backalarm Cut-Out (dash mount),75.47,67.92,60.38,52.83,49.06,45.28,41.51,37.74,31.70
A,4752,TCO-47(01),Latched Side-turn Alarm Cut-Out (12-24v),45.52,40.97,36.42,31.86,29.59,27.31,25.04,22.76,19.12
A,6517,TC01,Latched Side-turn Alarm Cut-Out (dash mount),75.47,67.92,60.38,52.83,49.06,45.28,41.51,37.74,31.70
A,6504,LS-TS01,Turn Indicator Trigger - ECU,90.32,81.28,72.25,63.22,58.71,54.19,49.67,45.16,37.93
A,6505,LS-TC01,Latched Side Turn Alarm,90.32,81.28,72.25,63.22,58.71,54.19,49.67,45.16,37.93
A,6506,LS-TC47,Timed Auto Reset - Back Alarm,90.32,81.28,72.25,63.22,58.71,54.19,49.67,45.16,37.93
A,5732,TCO-47(01)-ECU(AMP),Backalarm Latched Cut-Out Switch(12-24v),64.98,58.48,51.98,45.49,42.24,38.99,35.74,32.49,31.04
A,A0334,NS-2,Backalarm Cut-Out Switch (12-24v),32.82,29.54,26.26,22.97,21.33,19.69,18.05,16.41,13.78
A,A0974,NS-3,Backalarm Cut-Out Switch for Auto Gear Box (12-24v),32.82,29.54,26.26,22.97,21.33,19.69,18.05,16.41,13.78
A,A0153A,SW-16,Alarm Pigtail Microswitch - Electro-Mechanical,42.51,38.26,34.00,29.75,27.63,25.50,23.38,21.25,17.85
,,,,,,,,,,,,
EXTENDED WARRANTY - Backeye360 (ECU + 4 cameras & Cables),,,,,,,,,,,,
Backeye360 systems are provided with a 2 year warranty.  You can extend this up to a maximum total of 5 years.,,,,,,,,,,,,
"The extended warranty covers all main components in the system (ECU, 4 cameras and cables), but does not cover",,,,,,,,,,,,
the monitor and other optional or associated parts that may be connected to the system.,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,,,,,,,,NDB GBP
,4821,BE360-EW1,BE360 Additional Extended Warranty - 1 Year,119.89,119.89,119.89,119.89,119.89,119.89,119.89,119.89,100.00
,4822,BE360-EW2,BE360 Additional Extended Warranty - 2 Years,239.78,239.78,239.78,239.78,239.78,239.78,239.78,239.78,200.00
,4823,BE360-EW3,BE360 Additional Extended Warranty - 3 Years,359.67,359.67,359.67,359.67,359.67,359.67,359.67,359.67,300.00
,,,,,,,,,,,,
EXTENDED WARRANTY - Cameras & Monitors,,,,,,,,,,,,
"EXTREME, ELITE AND SELECT cameras and monitors are provided with either a 2 or 3 year 'new-for-old' warranty.  ",,,,,,,,,,,,
You can extend this up to maximum total of 5 years. Prices are for each camera and each monitor in the complete system; ,,,,,,,,,,,,
eg: 3 x cost shown below for extended warranty on a system with 1 monitor and 2 cameras. Extended warranties must cover ,,,,,,,,,,,,
"complete camera-monitor systems, but cannot include and do not cover the FLIR Thermal Imaging Camera, the Backeye360 ECU,",,,,,,,,,,,,
or other 'add ons' to the basic system. System cables are included in the extended warranty.,,,,,,,,,,,,
NB: Extended warranty is not available for ESSENTIAL camera monitor systems.,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,,,,,,,,NDB GBP
,W1146,BE-EW1,CMS Additional Extended Warranty - 1 Year,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,17.50
,W1147,BE-EW2,CMS Additional Extended Warranty - 2 Years,41.96,41.96,41.96,41.96,41.96,41.96,41.96,41.96,35.00
,W1152,BE-EW3,CMS Additional Extended Warranty - 3 Years,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,52.50
,,,,,,,,,,,,
EXTENDED WARRANTY - Mobile Digital Video / Data Recorders,,,,,,,,,,,,
Mobile Digital Recorders are provided with either a 2 or 3 year warranty.  You can extend this up to a maximum total of,,,,,,,,,,,,
"5 years. The extended warranty covers all main components in the system (including cables), but does not cover other associated",,,,,,,,,,,,
"parts that are connected to the Mobile Digital Recorder; eg separate cameras, monitors, and camera cables (for which extended",,,,,,,,,,,,
warranty can be purchased separately). ,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,,,,,,,,NDB GBP
,W2956,MDR-EW1,MDR Additional Extended Warranty - 1 Year,41.96,41.96,41.96,41.96,41.96,41.96,41.96,41.96,35.00
,W3049,MDR-EW2,MDR Additional Extended Warranty - 2 Years,83.92,83.92,83.92,83.92,83.92,83.92,83.92,83.92,70.00
,W3238,MDR-EW3,MDR Additional Extended Warranty - 3 Years,125.88,125.88,125.88,125.88,125.88,125.88,125.88,125.88,105.00
,,,,,,,,,,,,
EXTENDED WARRANTY - Ultrasonic Detection Systems,,,,,,,,,,,,
Ultrasonic detection systems are provided with a standard 2 year warranty.  You can extend this up to a maximum total of 5 years.,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,,,,,,,,NDB
,W2963,BSC-EW1,UDS Additional Extended Warranty - 1 Year,18.58,18.58,18.58,18.58,18.58,18.58,18.58,18.58,15.50
,W3052,BSC-EW2,UDS Additional Extended Warranty - 2 Years,37.17,37.17,37.17,37.17,37.17,37.17,37.17,37.17,31.00
,W3053,BSC-EW3,UDS Additional Extended Warranty - 3 Years,55.75,55.75,55.75,55.75,55.75,55.75,55.75,55.75,46.50
,,,,,,,,,,,,
EXTENDED WARRANTY - Backsense Systems,,,,,,,,,,,,
Backsense Systems are provided with a standard 2 year warranty.  You can extend this up to a maximum total of 5 years. Prices are,,,,,,,,,,,,
per sensor in the complete system. The extended warranty covers the complete Backsense system. ,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,,,,,,,,NDB GBP
,W3848,BSE-EW1,Backsense® Additional Extended Warranty - 1 Year,41.96,41.96,41.96,41.96,41.96,41.96,41.96,41.96,35.00
,W3849,BSE-EW2,Backsense® Additional Extended Warranty - 2 Years,83.92,83.92,83.92,83.92,83.92,83.92,83.92,83.92,70.00
,W3850,BSE-EW3,Backsense® Additional Extended Warranty - 3 Years,125.88,125.88,125.88,125.88,125.88,125.88,125.88,125.88,105.00
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
